Product Key,Product Name,Product Type,Product Family,Product Line,Product Group,Sku Number,Price
229,"65"" Class (64.5"" Diag.)   2160p   Smart",Entertainment,TV & Home Theater,Curved TV,Samsung,TV1405524335,178
230,"50"" Class (49.5 Diag.)   LED   1080p",Entertainment,TV & Home Theater,Curved TV,Hisense,TV1563248967,172.5
231,"AQUOS   55"" Class (54.6"" Diag.)   LED",Entertainment,TV & Home Theater,Curved TV,Sharp,TV1969950738,634.5
232,"E Series 32"" Class (32"" Diag.)   LED",Entertainment,TV & Home Theater,Curved TV,VIZIO,TV5946024481,582
233,"43"" Class (42.5"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Curved TV,Sony,TV3449485060,109.5
234,"AQUOS   55"" Class (54.6"" Diag.)   LED",Entertainment,TV & Home Theater,Curved TV,Sharp,TV2252664294,272.5
235,"50"" Class (49.5"" Diag.)   LED   1080p",Entertainment,TV & Home Theater,Curved TV,LG,TV5857645640,230.5
236,"40"" Class (40"" Diag.)   LED   1080p",Entertainment,TV & Home Theater,Curved TV,Hisense,TV8062391019,5464.5
237,"75"" Class (74.5"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Curved TV,Sony,TV9511537022,2320
238,"50"" Class (49.5"" Diag.)   LED   1080p",Entertainment,TV & Home Theater,Curved TV,Sony,TV3661358579,241
239,"AQUOS   43"" Class (42.5"" Diag.)   LED",Entertainment,TV & Home Theater,Curved TV,Sharp,TV5938494444,1117.5
240,"65"" Class (64.5"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Curved TV,LG,TV8768814633,162
241,"65"" Class (64.5"" Diag.)   OLED   2160p",Entertainment,TV & Home Theater,Curved TV,LG,TV7752971448,1238.5
242,"55"" Class (54.6"" Diag.)   LED   1080p",Entertainment,TV & Home Theater,Curved TV,LG,TV8458475729,246
243,"55"" Class (54.6"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,Curved TV,LG,TV2867816788,57
244,"M Series   49"" Class (48.5"" Diag.)",Entertainment,TV & Home Theater,Curved TV,VIZIO,TV1133492957,482.5
245,"AQUOS   70"" Class (69.5"" Diag.)   LED",Entertainment,TV & Home Theater,Curved TV,Sharp,TV1878188327,319.5
246,"65"" Class (64.5"" Diag.)   LED   Curved",Entertainment,TV & Home Theater,Curved TV,Samsung,TV6693396666,99
247,19.5Portable Touch Screen All in,Computers,Computers & Tablets,Desktops,Asus,CT3789850006,151.5
248,21.5Touch Screen All In,Computers,Computers & Tablets,Desktops,Asus,CT9776393587,57
249,Inspiron 23.8Touch Screen All In,Computers,Computers & Tablets,Desktops,Dell,CT6360680509,162
250,Inspiron 23.8All In One,Computers,Computers & Tablets,Desktops,Dell,CT5679960582,272.5
251,Inspiron 19.5Portable Touch Screen All In,Computers,Computers & Tablets,Desktops,Dell,CT2668275292,498
252,Inspiron 19.5Portable Touch Screen All In,Computers,Computers & Tablets,Desktops,Dell,CT3975392702,288
253,19.45All in One,Computers,Computers & Tablets,Desktops,HP,CT2457288477,304
254,Pavilion 23Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,CT4698415187,115
255,Pavilion 21.5Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,CT7459038985,109.5
256,Pavilion 23Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,CT2550360943,4336
257,Pavilion 23Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,CT7769932574,151.5
258,19.45All In One,Computers,Computers & Tablets,Desktops,HP,CT5009663409,498
259,21.5Touch Screen All In,Computers,Computers & Tablets,Desktops,Lenovo,CT2624354757,382.5
260,21.5All In One,Computers,Computers & Tablets,Desktops,Lenovo,CT1679660667,235.5
261,21.5All In One,Computers,Computers & Tablets,Desktops,Lenovo,CT8425344555,146.5
262,ENVY 27Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,CT4639576066,477
263,Inspiron 23.8All In One,Computers,Computers & Tablets,Desktops,Dell,CT2433329599,109.5
264,"27"" iMac® with Retina 5K display   Intel Core i5 (3.2GHz)   8GB Memory",Computers,Computers & Tablets,Desktops,Apple,CT5813846456,120
265,Inspiron 19.5Portable Touch Screen All In,Computers,Computers & Tablets,Desktops,Dell,CT9841845457,540
266,Desktop   Intel Core i7   8GB Memory,Computers,Computers & Tablets,Desktops,iBUYPOWER,CT2967618389,167.5
267,IdeaCentre 23.84K Ultra HD Touch Screen All In,Computers,Computers & Tablets,Desktops,Lenovo,CT9713544500,120
268,ENVY Desktop   Intel Core i7   16GB Memory,Computers,Computers & Tablets,Desktops,HP,CT1241712347,839.5
269,Pavilion 21.5Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,CT2972569943,109.5
270,Pavilion 23Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,CT4693807809,178
271,19.5Portable Touch Screen All in,Computers,Computers & Tablets,Desktops,Asus,CT4638483089,682
272,Inspiron 19.5Portable Touch Screen All In,Computers,Computers & Tablets,Desktops,Dell,CT7564156748,162
273,SHIELD Pro   Black,Computers,Computers & Tablets,Desktops,NVIDIA,CT1332664751,162
274,IdeaCentre 300s Desktop   Intel Core i5   8GB Memory,Computers,Computers & Tablets,Desktops,Lenovo,CT4011286927,214.5
275,Gamer Ultra Desktop   AMD FX Series,Computers,Computers & Tablets,Desktops,CyberPowerPC,CT8827478977,62.5
276,Inspiron 23Touch Screen All In,Computers,Computers & Tablets,Desktops,Dell,CT7482159029,193.5
277,Inspiron Desktop   Intel Celeron   2GB Memory,Computers,Computers & Tablets,Desktops,Dell,CT7638547239,288
278,Inspiron Desktop   Intel Pentium   4GB Memory,Computers,Computers & Tablets,Desktops,Dell,CT7303893024,1180.5
279,"27"" iMac® with Retina 5K display   Intel Core i5 (3.3GHz)   8GB Memory",Computers,Computers & Tablets,Desktops,Apple,CT8701663922,99
280,Pavilion 23Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,CT5370546105,503.5
281,Pavilion Desktop   Intel Core i3   8GB Memory,Computers,Computers & Tablets,Desktops,HP,CT4724305338,272.5
282,ENVY 23Touch Screen All In,Computers,Computers & Tablets,Desktops,HP,CT1125491363,561
283,Desktop   AMD A10 Series,Computers,Computers & Tablets,Desktops,Asus,CT3721911168,162
284,Pavilion Desktop   Intel Pentium   4GB Memory,Computers,Computers & Tablets,Desktops,HP,CT2324979199,183
285,Slimline Desktop   Intel Pentium   4GB Memory,Computers,Computers & Tablets,Desktops,HP,CT4818434108,120
286,Desktop   Intel Core i5   8GB Memory,Computers,Computers & Tablets,Desktops,Asus,CT3064614683,519
287,21.5IPS LED HD Monitor   Black,Computers,Computers & Tablets,Desktops,Lenovo,CT6845192561,272.5
288,"27"" LED Curved HD Monitor   Black",Computers,Computers & Tablets,Desktops,Samsung,CT6596585801,178
289,24IPS HD Monitor   Black,Computers,Computers & Tablets,Desktops,LG,CT1548810065,1138.5
290,"21.5"" LED HD Monitor   Black",Computers,Computers & Tablets,Desktops,Asus,CT9595895962,120
291,"27"" Widescreen Flat Panel LED HD Monitor   Black",Computers,Computers & Tablets,Desktops,AOC,CT1580291319,477
292,21.5IPS LCD HD Monitor   Black,Computers,Computers & Tablets,Desktops,Acer,CT8381741551,167.5
293,"24"" LED HD Monitor   Black",Computers,Computers & Tablets,Desktops,Asus,CT3571906564,613.5
294,"21.5"" LED HD Touch Screen Monitor   Black",Computers,Computers & Tablets,Desktops,Dell,CT1692407873,172.5
295,19.5HD Touch Screen Monitor   Black,Computers,Computers & Tablets,Desktops,Asus,CT9298379174,283
296,UltraSharp U2715H 27IPS LED HD Monitor   Black,Computers,Computers & Tablets,Desktops,Dell,CT2583625859,298.5
297,EarPods™ with Remote and Mic   White,Music,Audio,Headphones,Apple,AU9208921406,109.5
298,Powerbeats2 Wireless Earbud Headphones   Black/Red,Music,Audio,Headphones,Beats by Dr. Dre,AU5819806160,5491
299,Flat Aux Stereo Audio Cable   Black,Music,Audio,Headphones,Griffin Technology,AU8012592728,162
300,3' 3.5mm Stereo Auxiliary Cable   White,Music,Audio,Headphones,Griffin Technology,AU8220154836,1159.5
301,Bluetooth Headphones   Gray,Music,Audio,Headphones,Insignia,AU8708113738,120
302,Earbud Headphones   White,Music,Audio,Headphones,Insignia™,AU1742747320,57
303,3' 3.5mm Audio Cable   White,Music,Audio,Headphones,Insignia™,AU3843990561,671.5
304,Over the Ear Wireless Headphones,Music,Audio,Headphones,Insignia™,AU6510262449,671.5
305,3' 3.5mm Audio Cable   Black,Music,Audio,Headphones,Insignia™,AU7364247562,109.5
306,Gummy Plus In Ear Headphones   Black,Music,Audio,Headphones,JVC,AU3914937425,571.5
307,Sport Clip On Earbud Headphones   Black,Music,Audio,Headphones,JVC,AU8383806579,109.5
308,Tone Infinim Wireless Earbud Headphones   Metallic Silver,Music,Audio,Headphones,LG,AU2449331303,115
309,Tone Pro Bluetooth Headset   Black,Music,Audio,Headphones,LG,AU3531292937,120
310,Tone Ultra Bluetooth Stereo Headset   Black,Music,Audio,Headphones,LG,AU2042435303,792
311,Tone Pro Bluetooth Headset   Blue,Music,Audio,Headphones,LG,AU3718595762,256.5
312,Ink'd 2 Earbud Headphones   Black,Music,Audio,Headphones,Skullcandy,AU9365792821,445.5
313,Ink'd 2 Earbud Headphones   Red/Black,Music,Audio,Headphones,Skullcandy,AU2260918438,109.5
314,EX Series Earbud Headphones   Black,Music,Audio,Headphones,Sony,AU2274092936,183
315,ZX Series On Ear Headphones   Black,Music,Audio,Headphones,Sony,AU8214074018,225
316,Wireless FM Over the Ear Headphones,Music,Audio,Headphones,Sony,AU6873105314,57
317,EX Series Earbud Headphones   White,Music,Audio,Headphones,Sony,AU2399604101,435
318,Noise Canceling Over the,Music,Audio,Headphones,Sony,AU3140865826,167.5
319,EX Earbud Headphones   White,Music,Audio,Headphones,Sony,AU3980818202,204
320,ZX Series On Ear Headphones   White,Music,Audio,Headphones,Sony,AU2878977250,57
321,Earbud Headphones   Black,Music,Audio,Headphones,Sony,AU3224005044,167.5
322,Gumy Plus Earbud Headphones   Black,Music,Audio,Headphones,JVC,AU2177510244,62.5
323,Fix Earbud Headphones   Black/Chrome,Music,Audio,Headphones,Skullcandy,AU8667499201,62.5
324,QuietComfort® 25 Acoustic Noise Cancelling™ Headphones (iOS)   Triple Black,Music,Audio,Headphones,Bose®,AU6862108473,902.5
325,Uproar On Ear Headphones   Black,Music,Audio,Headphones,Skullcandy,AU9631661714,172.5
326,6' Flat Auxiliary Stereo Audio Cable   Black,Music,Audio,Headphones,Griffin Technology,AU4454128101,99
327,20' Headphone Extension Cable and Adapter Kit   Black,Music,Audio,Headphones,Insignia™,AU1116361482,120
328,Ink'd 2 Earbud Headphones   Blue/Black,Music,Audio,Headphones,Skullcandy,AU6383529412,288
329,Earbud Headphones   Black,Music,Audio,Headphones,Sony,AU6427398419,109.5
330,X2 Wireless Earbud Headphones   Midnight,Music,Audio,Headphones,Jaybird,AU3784789145,52
331,Powerbeats² Wireless Headphones   Black,Music,Audio,Headphones,Beats by Dr. Dre,AU9428187151,361.5
332,Smokin' Buds 2 Earbud Headphones   Black/Red/Orange,Music,Audio,Headphones,Skullcandy,AU6124471627,225
333,Step Up EX Series Earbud Headphones   Black,Music,Audio,Headphones,Sony,AU2389006686,167.5
334,urBeats Earbud Headphones   Black,Music,Audio,Headphones,Beats by Dr. Dre,AU5913007464,120
335,Gumy Earbud Headphones   Black,Music,Audio,Headphones,JVC,AU8085320490,293.5
336,EX Series Earbud Headphones   Black,Music,Audio,Headphones,Sony,AU7461584699,241
337,Ink'd 2 Earbud Headphones   Black/Mint,Music,Audio,Headphones,Skullcandy,AU3726740474,482.5
338,4.5' 3.5mm Audio Cable   Red,Music,Audio,Headphones,Beats by Dr. Dre,AU1786012460,361.5
339,SoundLink® Around Ear Wireless Headphones II   Black,Music,Audio,Headphones,Bose®,AU2842856939,99
340,On Ear Headphones   Black,Music,Audio,Headphones,Sony,AU9129555081,965.5
341,Transit Mini Wireless Earbud Headphones   Gray,Music,Audio,Headphones,Jam,AU6985833751,304
342,Gumy Earbud Headphones   White,Music,Audio,Headphones,JVC,AU8769602453,1054.5
343,EX Series Earbud Headphones   Violet,Music,Audio,Headphones,Sony,AU2468164348,162
344,EX Series Earbud Headphones   Blue,Music,Audio,Headphones,Sony,AU6133663640,99
345,Step Wireless Earbud Headphones   Black,Music,Audio,Headphones,Jabra,AU6419550314,115
346,Survivor AUX 4' Auxiliary Audio Cable   Blue,Music,Audio,Headphones,Griffin Technology,AU7619949561,115
347,Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Silver,Music,Refurbished MP3,iPods,Apple,RM1510239178,708
348,Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,Music,Refurbished MP3,iPods,Apple,RM2997215111,340.5
349,Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,Music,Refurbished MP3,iPods,Apple,RM5268239480,120
350,Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,Music,Refurbished MP3,iPods,Apple,RM5531979619,319.5
351,Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,Music,Refurbished MP3,iPods,Apple,RM1798155155,57
352,Geek Squad Certified Refurbished iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,Music,Refurbished MP3,iPods,Apple,RM7849818339,214.5
353,Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,Refurbished MP3,iPods,Apple,RM3544173413,498
354,Geek Squad Certified Refurbished iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,Music,Refurbished MP3,iPods,Apple,RM7727052092,230.5
355,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,MP8070711672,288
356,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,MP7715392931,823.5
357,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,MP4726222726,356.5
358,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,MP1711239863,235.5
359,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,MP8484965111,398.5
360,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,MP7630705083,178
361,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,MP2632973577,1180.5
362,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,MP9592536908,99
363,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,MP7281076736,183
364,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,MP2496955146,256.5
365,iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,MP2007989006,871
366,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,MP5992268869,246
367,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,Music,MP3 Player,iPods,Apple,MP3885025629,172.5
368,iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   White/Silver,Music,MP3 Player,iPods,Apple,MP3364196549,115
369,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,MP2298722800,613.5
370,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,MP5417740938,619
371,Walkman 64 GB Flash Portable Media Player   Silver,Music,MP3 Player,iPods,Sony,MP3840944975,592.5
372,$15 iTunes Gift Card   Blue/Purple,Music,MP3 Player,iPods,Apple,MP1974518266,120
373,$25 iTunes Gift Card   Orange,Music,MP3 Player,iPods,Apple,MP6486220239,52
374,$100 iTunes Gift Card   Purple/Pink/Orange,Music,MP3 Player,iPods,Apple,MP9305927611,1201.5
375,$50 iTunes Gift Card   Green,Music,MP3 Player,iPods,Apple,MP8539902817,692.5
376,$10 iTunes Gift Cards (3 Pack)   Pink,Music,MP3 Player,iPods,Apple,MP2514651806,540
377,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,MP6607378649,99
378,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,MP5862152673,325
379,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,MP3406612445,529.5
380,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,MP5960064729,62.5
381,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,MP7638492709,718.5
382,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,MP6788803109,230.5
383,iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,MP2963463769,99
384,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Space Gray,Music,MP3 Player,iPods,Apple,MP1333998214,361.5
385,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   White & Silver,Music,MP3 Player,iPods,Apple,MP6548724357,151.5
386,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,MP8025301219,445.5
387,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,MP2734310910,1238.5
388,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,MP9985928148,487.5
389,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Blue,Music,MP3 Player,iPods,Apple,MP8174580055,283
390,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Silver,Music,MP3 Player,iPods,Apple,MP3576921944,120
391,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,MP1085475413,109.5
392,iPod touch® 16GB MP3 Player (6th Generation   Latest Model)   Silver,Music,MP3 Player,iPods,Apple,MP6359244568,115
393,iPod touch® 32GB MP3 Player (6th Generation   Latest Model)   Silver,Music,MP3 Player,iPods,Apple,MP9181007541,949.5
394,iPod nano® 16GB MP3 Player (8th Generation   Latest Model)   Pink,Music,MP3 Player,iPods,Apple,MP5351656798,550.5
395,iPod touch® 64GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,MP1105819907,1054.5
396,iPod shuffle® 2GB MP3 Player (6th Generation   Latest Model)   Gold,Music,MP3 Player,iPods,Apple,MP5347531110,514
397,"MacBook® Pro   15.4"" Display   Intel Core i7",Computers,Computers & Tablets,Laptops,Apple,CT4940693319,162
398,Surface Book 2 in 1 13.5Touch,Computers,Computers & Tablets,Laptops,Microsoft,CT2933842761,167.5
399,Satellite Radius 14Touch Screen Laptop   Intel Core i3,Computers,Computers & Tablets,Laptops,Toshiba,CT1829708603,1138.5
400,ENVY 17.3Touch Screen Laptop   Intel Core i7,Computers,Computers & Tablets,Laptops,HP,CT4596483816,267
401,"MacBook Air® (Latest Model)   13.3"" Display   Intel Core i5",Computers,Computers & Tablets,Laptops,Apple,CT2911929875,146.5
402,"MacBook® Pro   Intel Core i5   13.3"" Display",Computers,Computers & Tablets,Laptops,Apple,CT3411724256,871
403,"Inspiron 14"" Laptop   Intel Celeron   2GB Memory",Computers,Computers & Tablets,Laptops,Dell,CT9924459865,99
404,"Stream 11.6"" Laptop   Intel Celeron   2GB Memory",Computers,Computers & Tablets,Laptops,HP,CT8492408515,340.5
405,Flip 2 in 1 10.1Touch,Computers,Computers & Tablets,Laptops,Asus,CT4494043487,241
406,"Surface 3   10.8""   Intel Atom",Computers,Computers & Tablets,Laptops,Microsoft,CT6706490545,162
407,"13.3"" Chromebook 2   Intel Celeron   4GB Memory",Computers,Computers & Tablets,Laptops,Toshiba,CT5400764855,57
408,Aspire R14 2 in 1 14Touch,Computers,Computers & Tablets,Laptops,Acer,CT2483291503,1117.5
409,"MacBook®   12"" Display   Intel Core M",Computers,Computers & Tablets,Laptops,Apple,CT7955377034,1138.5
410,"Surface Pro 3   12""   Intel Core i3",Computers,Computers & Tablets,Laptops,Microsoft,CT9570224287,52
411,Satellite Radius 11.6Touch Screen Laptop   Intel Pentium,Computers,Computers & Tablets,Laptops,Toshiba,CT7279289235,970.5
412,Flex 3 2 in 1 11.6Touch,Computers,Computers & Tablets,Laptops,Lenovo,CT8218261107,745
413,Edge 2 15.62 in 1 Touch,Computers,Computers & Tablets,Laptops,Lenovo,CT2949031406,304
414,Inspiron 13.3Touch Screen Laptop   Intel Core i5,Computers,Computers & Tablets,Laptops,Dell,CT7788066134,5464.5
415,"MacBook Pro with Retina display (Latest Model)   13.3"" Display   8GB Memory",Computers,Computers & Tablets,Laptops,Apple,CT5170625551,298.5
416,Surface Book 2 in 1 13.5Touch,Computers,Computers & Tablets,Laptops,Microsoft,CT7094405528,178
417,2 in 1 15.6Touch,Computers,Computers & Tablets,Laptops,Asus,CT9300231452,115
418,Surface Book 2 in 1 13.5Touch,Computers,Computers & Tablets,Laptops,Microsoft,CT8062888359,477
419,Yoga 2 2 in 1 11.6Touch,Computers,Computers & Tablets,Laptops,Lenovo,CT9004823529,1138.5
420,Inspiron 15.6Touch Screen Laptop   Intel Core i5,Computers,Computers & Tablets,Laptops,Dell,CT7375637437,162
421,"14"" Chromebook   Intel Celeron   2GB Memory",Computers,Computers & Tablets,Laptops,HP,CT5806033929,241
422,ENVY 17.3Touch Screen Laptop   Intel Core i7,Computers,Computers & Tablets,Laptops,HP,CT9129157252,550.5
423,Satellite Radius 2 in 1 15.6Touch,Computers,Computers & Tablets,Laptops,Toshiba,CT7815110097,871
424,ENVY x360 2 in 1 15.6Touch,Computers,Computers & Tablets,Laptops,HP,CT8910435004,172.5
425,Inspiron 11.6Touch Screen Laptop   Intel Core i3,Computers,Computers & Tablets,Laptops,Dell,CT2250546729,272.5
426,Surface Book 2 in 1 13.5Touch,Computers,Computers & Tablets,Laptops,Microsoft,CT1761511706,1527
427,"G50 15.6"" Laptop   Intel Core i3   4GB Memory",Computers,Computers & Tablets,Laptops,Lenovo,CT3486636250,246
428,Yoga 900 13.32 in 1 Touch,Computers,Computers & Tablets,Laptops,Lenovo,CT8661171881,545.5
429,Yoga 900 13.32 in 1 Touch,Computers,Computers & Tablets,Laptops,Lenovo,CT7291294434,839.5
430,"Surface Pro 4   12.3""   128GB",Computers,Computers & Tablets,Laptops,Microsoft,CT7026383228,298.5
431,Inspiron 2 in 1 13.3Touch,Computers,Computers & Tablets,Laptops,Dell,CT2374731534,246
432,2 in 1 13.3Touch,Computers,Computers & Tablets,Laptops,Asus,CT3977847955,120
433,"Surface 3   10.8""   Intel Atom",Computers,Computers & Tablets,Laptops,Microsoft,CT3480031756,2188.5
434,"15.6"" Chromebook   Intel Celeron   4GB Memory",Computers,Computers & Tablets,Laptops,Acer,CT3828180336,162
435,"MacBook®   12"" Display   Intel Core M",Computers,Computers & Tablets,Laptops,Apple,CT4606947889,892
436,"Star Wars Special Edition 15.6"" Laptop   Intel Core i7   8GB Memory",Computers,Computers & Tablets,Laptops,HP,CT5103790018,619
437,Edge 2 15.62 in 1 Touch,Computers,Computers & Tablets,Laptops,Lenovo,CT6609190085,57
438,"11.6"" Chromebook 2   Intel Celeron   2GB Memory",Computers,Computers & Tablets,Laptops,Samsung,CT7217599640,146.5
439,Spectre x360 2 in 1 13.3Touch,Computers,Computers & Tablets,Laptops,HP,CT6192629426,57
440,Satellite Radius 2 in 1 15.64K Ultra HD Touch,Computers,Computers & Tablets,Laptops,Toshiba,CT8111155516,1002
441,"G51 15.6"" Laptop   AMD A8 Series",Computers,Computers & Tablets,Laptops,Lenovo,CT3189572270,172.5
442,Inspiron 7000 Series 2 in 1 15.6Touch,Computers,Computers & Tablets,Laptops,Dell,CT4691394613,435
443,2 in 1 13.3Touch,Computers,Computers & Tablets,Laptops,Asus,CT4737533741,115
444,"Aspire 15.6"" Laptop   Intel Celeron   4GB Memory",Computers,Computers & Tablets,Laptops,Acer,CT7592497775,109.5
445,Yoga 2 2 in 1 11.6Touch,Computers,Computers & Tablets,Laptops,Lenovo,CT8938703660,682
446,Flex 3 2 in 1 11.6Touch,Computers,Computers & Tablets,Laptops,Lenovo,CT6854395112,146.5
447,"40"" Class (40"" Diag.)   LED   1080p",Entertainment,Energy Star TV,LED TV,Insignia,ES7356021698,377.5
448,"19"" Class (18.5"" Diag.)   LED   720p",Entertainment,Energy Star TV,LED TV,Insignia™,ES4703301578,146.5
449,"32"" Class (31 1/2"" Diag.)   LED",Entertainment,Energy Star TV,LED TV,Insignia™,ES6868546069,230.5
450,"39"" Class (38.5"" Diag.)   LED   720p",Entertainment,Energy Star TV,LED TV,Insignia™,ES3021853006,419.5
451,"48"" Class (47.6"" Diag.)   LED   1080p",Entertainment,Energy Star TV,LED TV,Insignia™,ES8954140216,178
452,"32"" Class (31.5"" Diag.)   LED   1080p",Entertainment,Energy Star TV,LED TV,Insignia™,ES9674264871,1212
453,"32"" Class (31.5"" Diag.)   LED   720p",Entertainment,Energy Star TV,LED TV,Insignia™,ES9225982925,146.5
454,"65"" Class (64.5"" Diag.)   LED   2160p",Entertainment,Energy Star TV,LED TV,Samsung,ES4289058851,871
455,"55"" Class (54.6"" Diag.)   LED   2160p",Entertainment,Energy Star TV,LED TV,Samsung,ES3545123519,178
456,"48"" Class (47.6"" Diag.)   LED   1080p",Entertainment,Energy Star TV,LED TV,Samsung,ES3455710582,388
457,"50"" Class (49.5"" Diag.)   LED   2160p",Entertainment,Energy Star TV,LED TV,Samsung,ES9345949919,472
458,"40"" Class (40"" Diag.)   LED   1080p",Entertainment,Energy Star TV,LED TV,Samsung,ES1337765341,855
459,"60"" Class (60"" Diag.)   LED   2160p",Entertainment,Energy Star TV,LED TV,Samsung,ES2949948684,519
460,"48"" Class (47.6"" Diag.)   LED   1080p",Entertainment,Energy Star TV,LED TV,Samsung,ES6836353135,3354
461,"28"" Class (27 1/2"" Diag.)   LED",Entertainment,Energy Star TV,LED TV,Samsung,ES8851617738,288
462,"65"" Class (64.5"" Diag.)   LED   Curved",Entertainment,Energy Star TV,LED TV,Samsung,ES4052897139,151.5
463,"32"" Class (31.5"" Diag.)   LED   1080p",Entertainment,Energy Star TV,LED TV,Samsung,ES6121781883,503.5
464,"32"" Class (31 1/2"" Diag.)   LED",Entertainment,Energy Star TV,LED TV,Samsung,ES8606467761,1768.5
465,"40"" Class (39 1/2"" Diag.)   LED",Entertainment,Energy Star TV,LED TV,Samsung,ES9810253760,298.5
466,"32"" Class (31.5"" Diag.)   LED   1080p",Entertainment,Energy Star TV,LED TV,Samsung,ES7256608229,241
467,"32"" Class (31.5"" Diag.)   LED   720p",Entertainment,Energy Star TV,LED TV,Samsung,ES2000489123,162
468,"32"" Class (31.5"" Diag.)   LED   1080p",Entertainment,TV & Home Theater,LED TV,Sharp,TV4413587822,498
469,"65"" Class (64.5"" Diag.)   LED   2160p",Entertainment,TV & Home Theater,LED TV,Sony,TV8887968832,624
470,"43"" Class (42.5"" Diag.)   LED   1080p",Entertainment,TV & Home Theater,LED TV,Toshiba,TV4903340673,62.5
471,"28"" Class (27.5"" Diag.)   LED   720p",Entertainment,TV & Home Theater,LED TV,Toshiba,TV9456455157,167.5
